,Species,Origin,,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers
212,Arabica,Colombia,,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,0,0,0
213,Arabica,Costa Rica,,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,0.09,0,0
214,Arabica,Guatemala,,Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,0,0
215,Arabica,Guatemala,,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,0.1,0,1
216,Arabica,Guatemala,,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,0.1,0,0
217,Arabica,Colombia,,Washed / Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,0,0
218,Arabica,Nicaragua,,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,0.12,0,0
219,Arabica,Brazil,,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,0,0,0
220,Arabica,Costa Rica,,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17,0,0,0
221,Arabica,Ethiopia,,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17,0.1,0,0
222,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17,0.13,0,0
223,Arabica,Colombia,,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,0.12,0,0
224,Arabica,Guatemala,,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17,0.11,0,0
225,Arabica,Kenya,,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17,0.08,0,0
226,Arabica,Brazil,,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17,0.11,0,0
227,Arabica,Guatemala,,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,0.11,0,0
228,Arabica,El Salvador,,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17,0.11,0,0
229,Arabica,Colombia,,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17,0,0,0
230,Arabica,Guatemala,,Natural / Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17,0.11,0,0
231,Arabica,Uganda,,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17,0.11,0,0
232,Arabica,Indonesia,,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,84.13,0.12,0,0
233,Arabica,Colombia,,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08,0,1,3
234,Arabica,,,7.83,10,10,10,7.92,84.08,0.1,0,0,Bluish-Green,4,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
235,Arabica,Guatemala,,Washed / Wet,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08,0.1,0,0
236,Arabica,Colombia,,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08,0,0,0
237,Arabica,Guatemala,,Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08,0.1,0,0
238,Arabica,United States (Hawaii),,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,84.08,0.11,1,0
239,Arabica,Mexico,,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08,0.11,1,0
240,Arabica,Ethiopia,,Natural / Dry,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,84.08,0.09,0,0
241,Arabica,Costa Rica,,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84,0.08,1,2
242,Arabica,Ethiopia,,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84,0.11,3,11
243,Arabica,Honduras,,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,0.1,0,0
244,Arabica,Guatemala,,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,0.12,0,0
245,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,84,0.11,2,0
246,Arabica,Guatemala,,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84,0.1,0,0
247,Arabica,Guatemala,,Other,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84,0.1,0,0
248,Arabica,Colombia,,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,84,0.12,0,0
249,Arabica,Colombia,,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,84,0.12,0,0
250,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,84,0.12,0,0
251,Arabica,Ethiopia,,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,84,0.09,4,0
252,Arabica,Brazil,,Natural / Dry,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,84,0.1,0,0
253,Arabica,Colombia,,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,84,0.11,0,0
254,Arabica,Kenya,,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,84,0,0,0
255,Arabica,Thailand,,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84,0.12,0,0
256,Arabica,Kenya,,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,84,0,0,0
257,Arabica,Uganda,,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,84,0.1,10,0
258,Arabica,Thailand,,,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,84,0.06,0,0
259,Arabica,Brazil,,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,83.92,0,0,0
260,Arabica,Mexico,,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,83.92,0.11,0,0
261,Arabica,Thailand,,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92,0.1,0,0
262,Arabica,Brazil,,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92,0.11,0,2
263,Arabica,,,7.75,9.33,10,10,7.83,83.92,0.11,0,0,Green,3,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
264,Arabica,Colombia,,,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,83.92,0.11,1,0
265,Arabica,Colombia,,,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,83.92,0,1,3
266,Arabica,Taiwan,,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,83.92,0,0,0,Blue-Green,0
267,Arabica,Colombia,,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,83.92,0,0,0
268,Arabica,Colombia,,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,83.92,0,1,0
269,Arabica,Colombia,,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,83.92,0,0,0
270,Arabica,Taiwan,,7.92,7.67,7.33,10,10,10,7.17,83.92,0.06,0,0,Green,0,"November 23rd, 2015",Blossom Valley International
271,Arabica,Colombia,,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,83.92,0.12,0,0
272,Arabica,Mexico,,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,83.92,0.12,10,0
273,Arabica,Mexico,,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,83.92,0.11,0,0
274,Arabica,Mexico,,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,83.92,0,0,0
275,Arabica,Colombia,,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83,0,1,0
276,Arabica,Colombia,,,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,83.83,0,1,2
277,Arabica,Costa Rica,,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,83.83,0,0,0
278,Arabica,Guatemala,,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83,0.11,0,7
279,Arabica,Taiwan,,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,83.83,0,0,0,,0
280,Arabica,Brazil,,Natural / Dry,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,83.83,0,0,0
281,Arabica,,,7.75,7.42,7.75,10,10,10,7.83,83.83,0,0,0,Green,1,"April 29th, 2016",Specialty Coffee Association
282,Arabica,Ethiopia,,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,83.83,0.12,0,0
283,Arabica,Brazil,,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,83.83,0,0,0
284,Arabica,Costa Rica,,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,83.83,0.1,0,0
285,Arabica,Guatemala,,Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,83.83,0.1,0,0
286,Arabica,Brazil,,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,83.83,0.1,0,0
287,Arabica,Ecuador,,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,83.83,0.09,0,0
288,Arabica,Colombia,,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,83.83,0.11,0,0
289,Arabica,Guatemala,,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,83.83,0.11,0,0
290,Arabica,Mexico,,Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,83.83,0.1,0,0
291,Arabica,Mexico,,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,83.83,0.11,0,0
292,Arabica,Brazil,,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,83.83,0.12,0,0
293,Arabica,Thailand,,,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,83.83,0.02,0,0
294,Arabica,Thailand,,,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,83.83,0.01,0,0
295,Arabica,Ethiopia,,,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,83.83,0.1,0,0
296,Arabica,Kenya,,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,83.75,0.11,0,0
297,Arabica,Brazil,,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,83.75,0.11,0,0
298,Arabica,Colombia,,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,83.75,0.11,0,0
299,Arabica,,,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,83.75,0,0,0,Green,0
300,Arabica,Colombia,,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,83.75,0,1,0
301,Arabica,China,,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,83.75,0.1,0,1
302,Arabica,Colombia,,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,83.75,0,0,0
303,Arabica,Uganda,,Natural / Dry,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,83.75,0.12,0,0
304,Arabica,United States (Puerto Rico),,Washed / Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,83.75,0.12,0,0
305,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,83.75,0,0,0
306,Arabica,Colombia,,Washed / Wet,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,83.75,0,0,0
307,Arabica,Colombia,,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,83.75,0,0,0
308,Arabica,Colombia,,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,83.75,0.11,0,0
309,Arabica,United States (Hawaii),,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,83.75,0,0,0
310,Arabica,Mexico,,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,83.75,0.13,5,0
311,Arabica,Guatemala,,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,83.75,0.11,0,0
312,Arabica,Colombia,,,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,83.75,0.1,0,0
313,Arabica,Colombia,,,7.75,7.67,7.25,7.25,7.58,8.5,10,10,10,7.75,83.75,0.06,0,0
314,Arabica,United States (Hawaii),,,7.83,7.67,7.75,7.67,7.58,7.5,10,10,10,7.75,83.75,0,0,0
315,Arabica,Brazil,,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,83.67,0.11,0,0
316,Arabica,Kenya,,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,83.67,0.11,0,0
317,Arabica,Honduras,,Washed / Wet,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,83.67,0.1,0,0
318,Arabica,Nicaragua,,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,83.67,0.1,0,0
319,Arabica,Brazil,,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,83.67,0.11,0,2
320,Arabica,,,7.67,10,10,10,7.75,83.67,0.1,0,0,Bluish-Green,0,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
321,Arabica,Costa Rica,,,7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,83.67,0.11,0,0
322,Arabica,Thailand,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,83.67,0.12,0,0
323,Arabica,Colombia,,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,83.67,0.11,0,0
324,Arabica,Guatemala,,Washed / Wet,8,7.5,7.33,8,8,8,9.33,10,10,7.5,83.67,0.1,0,0
325,Arabica,Colombia,,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,83.67,0,0,0
326,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,83.67,0,0,0
327,Arabica,Guatemala,,Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,83.67,0.12,1,0
328,Arabica,Guatemala,,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,83.67,0.11,0,0
329,Arabica,Colombia,,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,83.67,0.11,0,0
330,Arabica,Guatemala,,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,83.67,0.11,0,0
331,Arabica,Guatemala,,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,83.67,0.11,0,0
332,Arabica,Mexico,,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,83.67,0.12,4,0
333,Arabica,Indonesia,,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,83.67,0.12,0,0
334,Arabica,Guatemala,,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,83.67,0.1,0,0
335,Arabica,United States (Hawaii),,,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,83.67,0,0,0
336,Arabica,Brazil,,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,83.58,0.11,0,0
337,Arabica,Guatemala,,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.58,0.11,0,1
338,Arabica,Colombia,,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.11,0,0
339,Arabica,China,,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.1,0,1
340,Arabica,Colombia,,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,0,0
341,Arabica,Mexico,,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,83.58,0.12,1,0
342,Arabica,Ethiopia,,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,83.58,0,0,0
343,Arabica,Uganda,,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,83.58,0.12,0,0
344,Arabica,Colombia,,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,83.58,0,0,0
345,Arabica,Colombia,,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,0,0
346,Arabica,Colombia,,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,0,0
347,Arabica,Taiwan,,7.75,7.5,7.58,10,10,10,7.5,83.58,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International
348,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,0,0
349,Arabica,Mexico,,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,0,0
350,Arabica,Colombia,,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,0,0
351,Arabica,Brazil,,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,0,0
352,Arabica,Colombia,,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0
353,Arabica,Taiwan,,7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,0,0,Blue-Green
354,Arabica,Costa Rica,,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,0,0
355,Arabica,Colombia,,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0
356,Arabica,Guatemala,,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2
357,Arabica,Colombia,,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0
358,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,0,0
359,Arabica,Indonesia,,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,0,0
360,Arabica,Ethiopia,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,83.5,0.1,1,0
361,Arabica,Colombia,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,83.5,0,1,0
362,Arabica,Colombia,,Washed / Wet,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,83.5,0.11,0,0
363,Arabica,Guatemala,,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,0,0
364,Arabica,Colombia,,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,83.5,0,2,0
365,Arabica,Honduras,,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,83.5,0.1,0,0
366,Arabica,Colombia,,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,83.5,0,1,0
367,Arabica,Colombia,,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,0,NA
368,Arabica,Mexico,,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,0,0
369,Arabica,Mexico,,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,83.5,0.11,0,0
370,Arabica,Mexico,,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,0,0
371,Arabica,Guatemala,,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,0,0
372,Arabica,Colombia,,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,0,0
373,Arabica,Guatemala,,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,3,0
374,Arabica,United States (Hawaii),,,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,83.5,0.01,0,0
375,Arabica,Indonesia,,,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,83.5,0,0,0
376,Arabica,Colombia,,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,0,2
377,Arabica,Guatemala,,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0
378,Arabica,Colombia,,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0
379,Arabica,Costa Rica,,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0
380,Arabica,Taiwan,,7,7.08,7,7,10,10,10,10,83.42,0.11,0,0,Blue-Green,0,"February 13th, 2018"
381,Arabica,Uganda,,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0
382,Arabica,Thailand,,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0
383,Arabica,El Salvador,,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0
384,Arabica,Colombia,,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0
385,Arabica,Brazil,,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0
386,Arabica,"Tanzania, United Republic Of",,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,0,0
387,Arabica,Colombia,,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0
388,Arabica,Guatemala,,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0
389,Arabica,Guatemala,,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0
390,Arabica,Guatemala,,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0
391,Arabica,United States (Hawaii),,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,0,0
392,Arabica,Colombia,,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0
393,Arabica,Colombia,,,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,1,0
394,Arabica,United States (Hawaii),,,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,0,0
395,Arabica,Thailand,,,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,0,0
396,Arabica,Mexico,,,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0
397,Arabica,Colombia,,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1
398,Arabica,Colombia,,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0
399,Arabica,Colombia,,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0
400,Arabica,Brazil,,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0
401,Arabica,Mexico,,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,0,0
402,Arabica,Colombia,,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0
403,Arabica,"Tanzania, United Republic Of",,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,0,0
404,Arabica,Mexico,,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0
405,Arabica,Costa Rica,,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,0,0
406,Arabica,United States (Hawaii),,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,0,0
407,Arabica,Costa Rica,,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,0,0
408,Arabica,Peru,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,0,0
409,Arabica,Haiti,,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0
410,Arabica,Colombia,,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0
411,Arabica,Guatemala,,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0
412,Arabica,United States (Hawaii),,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,83.33,0.1,0,0
413,Arabica,Burundi,,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,83.33,0,0,0
414,Arabica,Colombia,,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,0,0
415,Arabica,United States (Hawaii),,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,83.33,0.01,0,0
416,Arabica,United States (Hawaii),,,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,83.33,0,0,0
417,Arabica,Mexico,,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,0,0
